From,Title,To,Text,Topic,Date (MMDDYYYY),Author 1,Author 2,Author 3,Author 4,Author 5,Tag 1,Region 1,Region 2,Region 3,Region 4
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/is-the-scramble-for-land-in-africa-foreclosing-a-smallholder-agricultural-expansion-strategy,Is the Scramble for Land in Africa Foreclosing a Smallholder Agricultural Expansion Strategy?,https://jia.site.drupaldisttest.cc.columbia.edu/news/scramble-land-africa-foreclosing-smallholder-agricultural-expansion-strategy,"Recent global policy attention to â€œland grabsâ€ by international investors, while very important, has diverted attention away from two other processes that may be even more fundamentally affecting Africaâ€™s economic development trajectory: (i) the pace of land acquisitions by medium-scale African investors, who now control more land than large-scale foreign investors in each of the three countries examined in this study (Ghana, Kenya, and Zambia); and (ii) the overall impact of land transactions on the viability of African governmentsâ€™ agricultural strategies, which for the most part remain predicated on smallholder-led development and will require the expansion of cropland by smallholder households. In Zambia and Ghana, the total farmland controlled by holdings between 5 and 100 hectares now exceeds the amount of land held by smallholder farms under 5 hectares. Farmland holdings in all three countries have become substantially more concentrated since the mid-1900s. The rapid rise in the number of farms in the 5 to 100 hectare category represents a relatively hidden but revolutionary change in farm structure, reflecting increased investment in land by relatively wealthy urban-based individuals. Only in Ghana has the rise of medium-scale farms been significantly associated with successful graduation of small-scale farmers into medium-scale stature. Continued rapid alienation of land to medium- and large-scale investors is likely to exacerbate localized land scarcity, restrict the potential of smallholder-led development, and put unrealistic pressure on the non-farm economy to absorb Africaâ€™s rapidly rising labor force.",ESSAY,9282014,Antony Chapoto,Chewe Nkonde,Jordan Chamberlin,Milu Muyanga,"Nicholas Sitko, Thomas S. Jayne",Produced for Digital,Africa,,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/food-choices-food-security-and-food-policy,"Food Choices, Food Security, and Food Policy",https://jia.site.drupaldisttest.cc.columbia.edu/news/food-choices-food-security-and-food-policy,"Economics, nutrition, and public health literature includes much research on the factors that influence food choices and attempts to understand the factors contributing to low food security. Economic factors, such as prices and income, influence food choices and food security, as do access and availability of food. Yet recent literature indicates that behavioral factorsâ€”such as the physical environment and marketing strategies, including package size and product placementâ€”have equal importance. The policies currently in place are only partially effective in terms of changing diet and enhancing food security, particularly for low-income consumers. We argue that, while increasing access to food through monetary transfers and enhanced food availability is important and essential, on their own these instruments are inadequate to reduce food insecurity. Policies must begin to address the third crucial element: the behavioral factors that influence our food choices.",ESSAY,9282014,Carolyn Dimitri,Stephanie Rogus,,,,Produced for Digital,Americas,North America,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/world-hunger-and-the-global-economy-strong-linkages-weak-action,"World Hunger and the Global Economy: Strong Linkages, Weak Action",https://jia.site.drupaldisttest.cc.columbia.edu/news/world-hunger-and-global-economy-strong-linkages-weak-action,"This paper probes some of the global economic forces that have contributed to the ongoing precarious global food security situation, especially in the years since the 2007 to 2008 food crisis. Since the crisis hit at a time when global food production per capita was rising, it is important that policies addressing hunger incorporate dimensions beyond food production. There has been some acknowledgement of the role of global economic forces in the food crisis by global policymakers, but global food security initiatives still largely emphasize increased food production over other measures. The paper concludes that more needs to be done to ensure that the rules that govern the global economyâ€”especially those regarding international trade, finance, and investmentâ€”do not work against the goal of food security.",ESSAY,9282014,Jennifer Clapp,,,,,Produced for Digital,Global Commons,,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/support-versus-transformation-development-financing-works-close-gender-gaps,Support versus Transformation in Development Financing: What Works to Close Gender Gaps?,https://jia.site.drupaldisttest.cc.columbia.edu/news/support-versus-transformation-development-financing-what-works-close-gender-gaps,"Increased recognition of gender inequalities and their repercussions for human and economic development has prompted heightened attention to gender in development financing on the part of multilateral and bilateral institutions alike. The movement towards gender mainstreaming and gender-informed financing since the mid-1990s departs from a traditional gender-neutral approach. This has instigated some important gains for development, contributing to economic growth, poverty reduction, and better trajectories for the next generation. The World Bank, for instance, documents nearly US$31 billion of gender-informed lending in fiscal year 2013. In 2011, OECD countries contributed about US$20.5 billion towards gender equality and womenâ€™s empowerment projects. Development agencies, however, are yet to exploit the full potential of gender-mainstreaming. In particular, there is a substantial need to address the overlapping constraints in which gender inequality is structurally embedded.",ESSAY,3042014,Jenni Klugman,Matthew Morton,,,,Produced for Digital,Global Commons,,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/poverty-and-inequality-in-latin-america,Poverty and Inequality in Latin America: A Story of Two Decades,https://jia.site.drupaldisttest.cc.columbia.edu/news/poverty-and-inequality-latin-america-story-two-decades,"Latin American countries have succeeded in reducing poverty and income inequality over the last decade thanks in part to both economic growth and deliberate social policy measures. This study provides an overview of the available evidence of the changes in income distribution that have occurred in Latin America over the past two decades and their causes. While some attribute the improvements in distribution to changes in the international economy and the positive trend in the Latin American countriesâ€™ terms of trade, others highlight the influence of changes in public policy. Both of these two sets of factors may have played an important role and may have interacted with one another in various ways.",ESSAY,4162013,Guillermo Cruces,Leonardo Gasparini,,,,Produced for Digital,Americas,Caribbean,Central America,South America
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/will-latin-america-miss-us-hegemony,Will Latin America Miss U.S. Hegemony?,https://jia.site.drupaldisttest.cc.columbia.edu/news/will-latin-america-miss-us-hegemony,"For decades, the standard framework for describing and understanding U.S.-Latin American relations has been the overwhelming hegemonic power of the â€œcolossus of the north.â€ Now, though, with the rise of regional powers like Brazil, the importance of new emerging economies like China, and the diversity of political and economic models in the region, policymakers and observers are beginning to discuss the decline of U.S. power in the region. Whether real or perceived, the effects of waning U.S. influence are already shaping countriesâ€™ calculations in their domestic and foreign policies and the formation of multilateral alliances. What are the implications of the perceived decline of U.S. hegemony for Latin America? This article explores the possible facets of the decline of U.S. influence in the region. It will start by examining whether, indeed, the United Statesâ€™ ability to shape outcomes or impose its preferences in the region has diminished or shifted in how it must conduct diplomacy. Second, it will examine the possible outcomes of diminished influence. Finally, this article will consider the times when there have been a convergence of values and interest between the United States and governments in the region, and the likely effect that diminished U.S. power will have on areas of common interest: democracy, human rights, and the peaceful resolution of intra-regional conflicts.",ESSAY,4162013,Christopher Sabatini,,,,,Produced for Digital,Americas,Caribbean,North America,South America
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/new-directions-for-a-more-prosperous-brazil,New Directions for a More Prosperous Brazil,https://jia.site.drupaldisttest.cc.columbia.edu/news/new-directions-more-prosperous-brazil,"This article examines whether increasing global confidence in Brazil is well founded and, if so, what the implications might be for the global community. Landmark political, economic, and social achievements in contemporary Brazil are reviewed as well as the obstacles to raise human welfare to developed country standards within the next decade. The paper concludes that Brazilâ€™s growing influence in the global community is based on sound empirical evidence, a diverse economy, and an emerging society; it is not the result of passing good fortune. At the same time, the crushing legacy of past problems in areas that are vital to human welfare, including the education system and deficiencies in innovation and technological advance, continues to weigh heavily. Depending on how well its leadership deals with the legacy of the past, Brazil could become a more important actor in the international community over the next ten years. Brazilâ€™s rising use of â€œsoft powerâ€ will contribute to addressing global issues such as clean forms of energy, sustainability, food security, and social inclusion. Even for this possibility alone, Brazil merits much close attention from a global community not yet fully aware of Brazilâ€™s transformation.",ESSAY,4162013,Thomas J. Trebat,,,,,Produced for Digital,Americas,South America,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/a-changing-mexico,A Changing Mexico,https://jia.site.drupaldisttest.cc.columbia.edu/news/changing-mexico,"Mexico has undergone major changes over the past two decades, as its political system shifted from one dominated by a single official party to a highly competitive democracy, and its economy opened up dramatically to global competition. These changes have produced significant dislocations in Mexican society, including high out-migration and a spiral of drug-trafficking related violence. However, signs are that Mexico has now set the foundations for future success. Average income has grown significantly, violence is plateauing, and out-migration has dropped dramatically. There are potential pitfalls ahead, but the countryâ€™s future looks far brighter today than it did a decade or two ago. If Mexico continues to grow and deepen its democratic process, these changes will have a profound effect on the United States, its neighbor to the north, as well.",ESSAY,4162013,Andrew Selee,,,,,Produced for Digital,Americas,North America,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/chinas-use-of-the-military-instrument,China's Use of the Military Instrument in Latin America: Not Yet the Biggest Stick,https://jia.site.drupaldisttest.cc.columbia.edu/news/chinas-use-military-instrument-latin-america-not-yet-biggest-stick,Chinaâ€™s involvement in Latin America has grown steadily over the past decade but there are a number of constraints on the role of the Peopleâ€™s Liberation Army that prevents it from becoming the most important mechanism in expanding Chinaâ€™s role in Latin America. This paper discusses those constraints and the methods Chinaâ€™s military has used to engage with Latin America in the twenty-first century.,ESSAY,4162013,Cynthia Watson,,,,,Produced for Digital,Americas,Central America,South America,East Asia
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/reordering-regional-security-latin-america,Reordering Regional Security in Latin America,https://jia.site.drupaldisttest.cc.columbia.edu/news/reordering-regional-security-latin-america,"In the wake of the Cold War, regional democratization and economic liberalization were supposed to usher in an opportunity to build a common hemispheric security agenda, designed to unite the United States and Latin America in collaboration against the â€œnewâ€ security threats posed by organized crime and violent nonstate actors. Two decades later, the threats remain much the same, yet the hemispheric security agenda has fragmented, replaced in part by projects designed to build specifically South American regional institutions. As some scholars predicted, heterogeneous threat perceptions across the region, differences over democratization, and tensions over the effects of free trade and market liberalization have confounded the effort to build a hemispheric security agenda. Yet the efforts by former President Hugo ChÃ¡vez of Venezuela to radically transform the regional security order by building a Bolivarian alliance of states as an explicit counterweight to U.S. power have also fallen short. Instead, Brazilâ€™s ascent as a global economic power and the growing prosperity of the region as a whole has created an opportunity for Brazil to organize new mid-range political institutions, embodied in the Union of South American States (UNASUR), that exclude the United States yet pursue a consensual security agenda. This emerging regional order is designed by Brazil to secure its leadership in South America and allow it to choose when and where to involve the United States in managing regional crises. Yet, Brazil is finding that the very obstacles that confounded hemispheric security collaboration after the Cold War still endure in South America, limiting the effectiveness of the emerging regional security order.",ESSAY,4162013,Harold Trinkunas,,,,,Produced for Digital,Americas,South America,Central America,North America
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/transformation-of-security-in-latin-america,The Transformation of Security in Latin America: A Cause for Common Action,https://jia.site.drupaldisttest.cc.columbia.edu/news/transformation-security-latin-america-cause-common-action,"Since the end of the Cold War, there has been a transformation of security in Latin America. Latin American countries have been moving toward the concepts of multidimensional security and security of the individual and society, and away from the classical understanding of the security dilemma posed by an external threat to the state. Illegal narcotics, the proliferation of guns, and other transnational threats, combined with undergoverned space and the weak state syndrome, generated an extraordinary crime wave, which gives the region the highest murder rate in the world. Moreover, crime imposes a heavy cost on economic growth and democratic governance. This insecurity crosses international borders, and the institutions of public securityâ€”police, military, and judicial systemsâ€”are hard pressed to meet the challenge. The privatization of security is a symptom of the problem and a potential source of abuse. The United States shares responsibility for the violence due to U.S. demand for illegal drugs and the fact that it is a supplier of arms to Latin America. At the same time, there is a growing consensus in support of common action, as evidenced by the international coalition that is operating under Operation Martilloâ€”the antinarcotics effort in the Caribbean and Central America. Moreover, a number of Latin American countries contribute to international peace operations. Accordingly, the new strategic consensus among Latin American countries should be a cause for common action.",ESSAY,4162013,Gabriel Marcella,,,,,Produced for Digital,Americas,South America,Central America,North America
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/changing-development-strategy,A Changing Development Strategy,https://jia.site.drupaldisttest.cc.columbia.edu/news/changing-development-strategy,"Latin America experienced high rates of growth in the first decade of the twenty-first century. Will the regionâ€”increasingly split into Atlantic and Pacific countries with different policiesâ€”be able to continue this pace into the future? That will depend upon high rates of investment, regulatory stability, and openness to technological advancement to sustain gains in productivity and permit continued improvements in income distribution.",ESSAY,4162013,Albert Fishlow,,,,,Produced for Digital,Americas,South America,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/trade-and-trade-policy-latin-america-and-caribbean,"Trade and Trade Policy in Latin America and the Caribbean: Recent Trends, Emerging Challenges",https://jia.site.drupaldisttest.cc.columbia.edu/news/trade-and-trade-policy-latin-america-and-caribbean-recent-trends-emerging-challenges,"This article presents a brief characterization of Latin America and the Caribbeanâ€™s foreign trade, as well as its trade integration efforts. The first section examines the regionâ€™s recent trade performance in terms of share in world trade, trade openness, main partners, most dynamic sectors, and export concentration. Particular emphasis is placed on the dynamics of the regionâ€™s foreign trade in the past decade, including the growing importance of trade with China and its implications. The second section focuses on the recent evolution of intra-regional trade and of regional economic integration initiatives. The third section deals with trade negotiations with extra-regional partners. The fourth and final section outlines some policy challenges the region faces to increase the contribution of trade to its development prospects.",ESSAY,4162013,Osvaldo Rosales,SebastiÃ¡n Herreros,,,,Produced for Digital,Americas,Caribbean,South America,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/international-narcotics-law-enforcement-study-irrationality,International Narcotics Law Enforcement: A Study in Irrationality,https://jia.site.drupaldisttest.cc.columbia.edu/news/international-narcotics-law-enforcement-study-irrationality,"This year sees the celebration of the first century of international legal provisions against the illicit production and trade of narcotics substances. Accordingly, this is an appropriate moment to evaluate the results obtained. The following essay considers how the international prohibition regime created the crime of drug trafficking. The ensuing function of denied demand is the inescapable basis for the development of organized crime. Second, costs of the regime are critically assessed. The former include institutional costs of law enforcement and of the incarceration of individuals sentenced for drug trafficking and related offences, e.g., violence and financial crimes. The indirect costs are difficult to gauge and impossible to monetize. They include the immense suffering caused by drug trafficking as well as the deterioration of public services due to corruption. The present situation on both sides of the U.S.-Mexico border is sufficiently eloquent evidence. Also, narcotics legislation leads to racial tension since the incarceration rates for non-whites for these offences is considerably higher than for whites in the United State and the United Kingdom. Third, political premises are briefly analyzed, namely the implementation of narcotics liaison offices in foreign jurisdictions and the linking of foreign aid and trade privileges to a certification of trade partnersâ€™ adherence to U.S. antinarcotic drugs law enforcement. One might claim, somewhat counterintuitively, that decriminalization of drug trafficking is not necessary. Drug trafficking has already been decriminalized de facto, if not de jure, by the sheer, constant saturation of the market place.",ESSAY,11212012,Frank G. Madsen,,,,,Produced for Digital,Global Commons,,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/fighting-transnational-environmental-crime,Fighting Transnational Environmental Crime,https://jia.site.drupaldisttest.cc.columbia.edu/news/fighting-transnational-environmental-crime,"Transnational environmental crime (TEC) is often not taken seriously within the broader policy and enforcement community. It is one of the fastest growing areas of cross-border criminal enterprise involving high profits and low risk for those involved in timber trafficking, wildlife smuggling, the black market in ozone-depleting substances, and the illegal trade in hazardous and toxic waste. TEC is increasingly characterized by commodity-specific smuggling networks, the intrusion of criminal groups involved in other forms of illegal trade and, in some cases, politically motivated organizations for whom this generates income to support other activities. But unlike other forms of transnational crime, there is no international treaty to prevent, suppress, and punish the kinds of trafficking and smuggling that constitute transnational environmental crime. The global regulatory and enforcement community has therefore developed innovative collaborative mechanisms to meet both the criminal and environmental challenges associated with this increasingly serious form of cross-border crime. Despite their successes, their efforts remain under-resourced. This article examines the challenges of TEC and efforts to respond to those challenges in the face of uncertain resources and limited awareness.",ESSAY,11212012,Lorraine Elliott,,,,,Produced for Digital,Global Commons,,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/corporate-criminal-liability-article-10-convention-against-transnational-organized-crime,Corporate Criminal Liability: Article 10 of the Convention Against Transnational Organized Crime,https://jia.site.drupaldisttest.cc.columbia.edu/news/corporate-criminal-liability-article-10-convention-against-transnational-organized-crime,"The UN Convention against Transnational Organized Crime (UNCTOC) establishes criminal liability of the corporation as a legal entity in addition to the individual liability of persons who may be acting on behalf of the corporation. The purpose of this article is to address corporate criminal liability for illicit business practices that may be committed by a corporation in violation of international human rights law. This article will discuss corporate criminal liability under international conventional law and will discuss the extent to which U.S. domestic laws recognize corporate criminal liability. The article will highlight new trends in international law related to corporate liability, as well as instances where the legitimacy of corporate liability has been legally denied. Using Article 10 and domestic precedent, this article will argue that the role corporations play in international trade and development warrants their accountability and responsibility once they are involved in illicit business practices.",ESSAY,11212012,Mohamed Mattar,,,,,Produced for Digital,Global Commons,,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/central-american-gangs-changing-nature-and-new-partners,Central American Gangs: Changing Nature and New Partners,https://jia.site.drupaldisttest.cc.columbia.edu/news/central-american-gangs-changing-nature-and-new-partners,"This article will examine the changing roles of Central American gangs within the drug trafficking structures, particularly the Mexican drug trafficking organizations (DTOs), operating in the region. This will include the emerging political role of the gangs (Mara Salvatrucha or MS-13 as well as Barrio 18), the negotiations between the gangs and Mexican DTOs for joint operational capacity, the interactions between the two sides, and the significant repercussions all this will likely have across the region as the gangs become both better financed and more politically aware and active. This article is based on field research in San Salvador, where the author was able to spend time with some members of the MS-13. It is also informed by his examination of the truce between the gangs and the Salvadoran government, as well as the talks between the gangs and the Sinaloa cartel.",ESSAY,11212012,Douglas Farah,,,,,Produced for Digital,Americas,Central America,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/twenty-first-century-expansion-transnational-drug-trade-africa,The Twenty-first Century Expansion of the Transnational Drug Trade in Africa,https://jia.site.drupaldisttest.cc.columbia.edu/news/twenty-first-century-expansion-transnational-drug-trade-africa,"In the last decade, West Africa emerged as a major transit hub for Latin American Drug Trafficking Organizations (DTOs) transporting cocaine to Western Europe. Since that time, there has been cause for hope and despair. The UN Office on Drugs and Crime (UNODC), the Economic Community of West African States (ECOWAS), and an array of international donors have made great strides in acknowledging the growing problem of drug trafficking and have implemented practical measures to stem this flow. All the while, the fears of many observers have been confirmed as the insidious effects of the drug trade have begun to take effect in many West African states. Consumption is on the rise and narco-corruption now undermines the rule of law and legitimate economic growth necessary for development and stability. One of the most alarming trends that place Africa and Africans on the radar of policy makers, law enforcement, and researchers alike is the number of new fronts on which the illicit drug trade is growing. Its geographic expansion beyond the relatively confined region of West Africa is now endangering East and Southern Africa. The arrival of new drugs to the regionâ€”heroin and Amphetamine-Type Stimulants (ATS, commonly referred to as synthetic drugs)â€”has been accompanied by the discovery of local manufacturing facilities to process them. Lastly, the growing level of involvement by Africansâ€”who initially served as facilitators but now appear to be taking a more proactive roleâ€”raises concerns that a new generation of African DTOs is rising in the ranks. This paper examines how each of these trends are contributing to the twenty-first century expansion of the drug trade in Africa and summarizes some of the impacts they are having on the states and their populations.",ESSAY,11212012,Ashely Neese Bybee,,,,,Produced for Digital,Africa,West Africa,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/states-frauds-and-threat-transnational-organized-crime,"States, Frauds, and the Threat of Transnational Organized Crime",https://jia.site.drupaldisttest.cc.columbia.edu/news/states-frauds-and-threat-transnational-organized-crime,"Fraud and corruption are very serious threats to some states and are harmful to all; however, this threat is seldom connected to transnational organized crime (TOC). We cannot examine social problems in a vacuum; we have to construct images of threats through the lens of the social and political threats posed by different aspects of crime and its organization. Harm and threat are not just about their economic cost, but also about how different phenomena hurt our confidence that we can control our surroundings and our future expectations. This anxiety can affect entities such as nation states or even trans-state entities such as â€œUmmah Wahidahâ€â€”the Islamic global community. The aim of this article is threefold: to disentangle the real and imagined threats of fraud, detail the involvement of transnational organized crime groups in fraud, and determine who or what can be reasonably described as threatened by these phenomena. This article rejects the implicit binary view that states are either threatened or not threatened, referring rather to a scale of threat to both states and different sectors within the state. This article critiques the value of MoisÃ©s NaÃ­mâ€™s concept of â€˜mafia stateâ€™ to explaining and understanding fraud.",ESSAY,11212012,Michael Levi,,,,,Produced for Digital,Global Commons,,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/diverse-facilitators-counterfeiting-regional-perspective,The Diverse Facilitators of Counterfeiting: A Regional Perspective,https://jia.site.drupaldisttest.cc.columbia.edu/news/diverse-facilitators-counterfeiting-regional-perspective,"Counterfeits may be the least policed form of transnational crime, although the profits from their sale total in the billions of dollars annually. The counterfeits traded by transnational criminals can be subdivided into two categories: those that merely represent copyright infringement and those that cause harm to life and society. In the first category are such counterfeits as clothing, purses, other consumer goods, and DVDs and other forms of intellectual property. In the second category are counterfeit pharmaceuticals, food, wine, cigarettes, and spare parts. Both forms of counterfeit, however, can be exploited by terrorists because of the low risk and high profits associated with this commerce that makes this trade more dangerous. The article will focus on the actors associated with this illicit trade, as well as the supply, the demand, and the limited law enforcement response. Particular focus will be paid to the counterfeits that cause harm to human life.",ESSAY,11212012,Louise I. Shelley,,,,,Produced for Digital,Global Commons,,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/deciphering-linkages-between-organized-crime-and-transnational-crime,Deciphering the Linkages between Organized Crime and Transnational Crime,https://jia.site.drupaldisttest.cc.columbia.edu/news/deciphering-linkages-between-organized-crime-and-transnational-crime,"Over the last twenty years, traditional depictions of organized crime as an ethnic, neighborhood phenomenon have given way to discoveries of emerging transnational criminal enterprises involving trafficking, fraud, and corruption on an international scale. The available evidence suggests that these are not two distinct types of criminal conduct. Instead they are overlapping in nature in terms of the crimes committed, the offenders involved, and in how criminal opportunities are exploited for profit. This article analyzes the similarities and differences between organized crime and transnational crime, concluding that they are in fact manifestations of the same underlying conduct and the same pool of criminal offenders. They involve exploitation of similar criminal opportunities, which have changed in form over time. Recommendations for more effective international prevention and responses are made in the context of assessing the remarkable transnational organized crime control efforts of the last decade.",ESSAY,11212012,Jay S. Albanese,,,,,Produced for Digital,Global Commons,,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/urban-battleground-explaining-conflict-global-cities-0,The Urban Battleground: Explaining Conflict in Global Cities,https://jia.site.drupaldisttest.cc.columbia.edu/news/urban-battleground-explaining-conflict-global-cities,,ESSAY,5022012,Samantha Hammer,,,,,Produced for Digital,Global Commons,,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/two-tales-city-0,Two Tales of a City,https://jia.site.drupaldisttest.cc.columbia.edu/news/two-tales-city,,ESSAY,5022012,Ethan Wagner,,,,,Produced for Digital,Global Commons,,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/further-reading-4,Further Reading,,,ESSAY,4182012,Andrew McCornack,Christopher Reeve,David Kortava,Edward A. Reynolds,"Matthew Schiavenza, Priyam Saraf, Richard C. Reynolds, Samantha McCann, Seisei Tatebe-Goddu, Timothy Sandole",Produced for Digital,Global Commons,,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/refurbishment-sustainable-urban-design-strategy,Refurbishment as a Sustainable Urban-Design Strategy,https://jia.site.drupaldisttest.cc.columbia.edu/news/refurbishment-sustainable-urban-design-strategy,"As the worldâ€™s population moves from rural regions to urban centers, it is imperative to design policies and physical environments that can accommodate such a massive influx. In response, many countries have been building cities from scratch, clearing greenfield sites and building at an extremely rapid pace. Additionally, existing urban centers have been slow to respond, instigating suburban sprawl. A new conceptual framework is needed, one in which existing buildings and infrastructures can be seen as spaces for grafting and injecting additional density and public space. A marriage of the philosophies of Jane Jacobs and Robert Moses is required, recognizing important cultural centers and economies, while allowing new buildings, infrastructures and ecologies to be incorporated in harmonious coexistence. In order to create alternative urban-design strategies, it is beneficial to study Spain, whose history and architectural philosophy has promoted a healthy relationship between the urban-planning policies of the past, present and future.",ESSAY,4182012,Zachary Craun,,,,,Produced for Digital,Europe,Eastern Europe,Southern Europe,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/overcoming-sustainability-challenge,Overcoming the Sustainability Challenge,https://jia.site.drupaldisttest.cc.columbia.edu/news/overcoming-sustainability-challenge,,ESSAY,4182012,Guruduth Banavar,,,,,Produced for Digital,Global Commons,,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/building-citizenship-culture-bogota,Building â€œCitizenship Cultureâ€ in BogotÃ¡,https://jia.site.drupaldisttest.cc.columbia.edu/news/building-citizenship-culture-bogota,"When the citizens of BogotÃ¡, Colombia elected Antanas Mockus as mayor in 1995 at the height of violence and bedlam, they expected change, but not the kind Mockus provided. The newly elected leader dressed up in a Superman outfit in an effort to lift morale, dispatched mimes to shame drivers who disrespected pedestrians and showered on television to encourage people to conserve water by turning off the tap while lathering up. Mockus, the former president of the National University of Colombia in BogotÃ¡, adapted decades of teaching experience into his unusual governance style and aimed to tackle corruption, violence and social disorder by changing peopleâ€™s mindsets. The city made dramatic improvements during his two terms in office. By 2003, water usage had decreased by 40 percent, the homicide rate fell from eighty-eight to twenty-two per one hundred thousand inhabitants and traffic fatalities dropped from 1,300 to about six hundred per year. In the following essay, Mockus explains the source of his inspiration for transforming BogotÃ¡.",ESSAY,4182012,Antanas Mockus,,,,,Produced for Digital,Americas,North America,South America,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/finding-solutions-urban-imbalances,Finding Solutions for Urban Imbalances,https://jia.site.drupaldisttest.cc.columbia.edu/news/finding-solutions-urban-imbalances,,ESSAY,4182012,Ricky Burdett,,,,,Produced for Digital,Global Commons,,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/between-equity-and-impatient-capital-making-indian-cities,Between Equity and Impatient Capital: Making Indian Cities,https://jia.site.drupaldisttest.cc.columbia.edu/news/between-equity-and-impatient-capital-making-indian-cities,,ESSAY,4182012,Rahul Mehrotra,,,,,Produced for Digital,Asia,South Asia,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/millennium-cities,Millennium Cities,https://jia.site.drupaldisttest.cc.columbia.edu/news/millennium-cities,,ESSAY,4182012,Jeffrey Sachs,,,,,Produced for Digital,Global Commons,,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/singapore-central-america,A Singapore in Central America?,https://jia.site.drupaldisttest.cc.columbia.edu/news/singapore-central-america,,ESSAY,4182012,Octavio SÃ¡nchez Barrientos,,,,,Produced for Digital,Americas,North America,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/invention-and-reinvention-city,The Invention and Reinvention of the City,https://jia.site.drupaldisttest.cc.columbia.edu/news/invention-and-reinvention-city,,ESSAY,4182012,Rem Koolhaas,,,,,Produced for Digital,,,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/urban-capabilities-essay-our-challenges-and-differences,Urban Capabilities: An Essay on Our Challenges and Differences,https://jia.site.drupaldisttest.cc.columbia.edu/news/urban-capabilities-essay-our-challenges-and-differences,"Drawing on extensive research about global cities and citizens, this essay examines whether the proliferation of conflicts in cities across the world can overwhelm the urban capabilities that have historically enabled cities to triage conflict via commerce and civic engagement. Critical in this examination is recovering some of the differences between being powerless and being invisible or impotent. Under certain conditions the powerless make history without getting empowered in the process. There are two types of acute challenges facing cities that pertain to this question. One is asymmetric war and the urbanizing of war that it entails. My research finds that cities are a type of weak regime that can obstruct but not destroy superior military force; this weak regime rests on the civic character of cities. The second type of challenge concerns anti-immigrant hatred and violence. In an exploration of the hard work of making open cities, particular histories show us that it is possible to reposition the immigrant and the citizen as, above all, similar urban subjects, rather than essentially different. Cities are one of the key sites where new norms and identities are made. This is a particularly fluid process in our global era, when cities emerge once again as strategic economic, political and cultural sites.",ESSAY,4182012,Saskia Sassen,,,,,Produced for Digital,Global Commons,,,
